Seed_Type,Seed_Weight_mg,Moisture_%,Protein_%,Germ_Temp_C,Humidity_%,Germination_Rate_%,Plant_Height_cm,Yield_Days,Yield_Weight_g_per_plant,Label_Best_Treatment
Mustard,50.93438545,10.80127675,21.2173923,25.50532647,66.04959305,65.86066638,7.084805142,74.48830974,13.0993503,0.0
Mustard,99.62141693,9.337305502,18.8224928,28.37531717,57.47066887,65.86494668,20.93582649,63.24122577,16.24519136,0.0
Mustard,31.28111152,11.02803675,29.5940532,28.84873062,51.53516058,69.04203061,29.09092032,52.91354323,13.50272111,0.0
Mustard,48.23336661,10.15925857,20.24774064,29.30959868,76.73898847,70.54858741,18.02621597,79.02269048,17.16079088,0.0
Mustard,38.52864657,8.336666945,30.6235809,26.78514157,57.10308706,87.27719532,10.25306841,52.90986983,17.40081189,1.0
Mustard,84.19393817,8.442940085,25.65727074,26.23887293,55.19486068,74.25627275,16.7551052,62.36505809,15.53188226,0.0
Mustard,99.10874167,10.73936856,21.7152558,31.81212554,63.44776947,89.63592133,18.98816878,46.13716021,13.85783344,1.0
Mustard,37.10064351,11.49586095,26.24548315,29.51110513,52.09654334,81.50291612,16.82395332,55.34734511,22.81069062,1.0
Mustard,53.44183479,13.91405678,26.14140727,30.67339542,64.88402201,70.9205929,20.42031153,70.68381724,15.46843356,0.0
Mustard,87.01979547,9.121521285,18.28016312,26.42665197,63.1615853,71.98600021,16.90178541,74.46748714,18.39582391,0.0
Mustard,87.63920618,9.909176186,32.42020517,28.82831703,63.46542741,72.81571542,15.27978987,58.36812806,12.02685636,0.0
Mustard,62.68538585,10.09233236,26.04656201,26.51116342,60.75365842,89.00552021,15.95516721,71.16070554,14.97987361,1.0
Mustard,79.32161491,9.186027321,29.5098361,28.08899742,78.95341073,76.28348757,28.8456878,53.18743038,19.73598047,0.0
Mustard,69.26429359,9.288372349,30.50012029,29.59652278,75.95109633,80.69606829,32.07204788,51.6394442,23.68722762,0.0
Mustard,26.61868886,8.296490706,28.07263458,31.68592526,72.60327944,82.28282983,31.79640636,65.3120198,15.07482422,1.0
Mustard,82.61993142,13.38798894,18.02127679,31.91656293,60.78255691,67.82039523,25.5044954,79.02900173,11.16973066,0.0
Mustard,81.08145293,10.08597823,34.10873533,25.77128204,55.60295629,87.4198024,26.7043671,64.14045009,16.33390451,1.0
Mustard,64.35698206,12.9991861,29.86656951,29.17516608,73.63980165,76.3557768,14.41409209,75.3702263,13.60133405,0.0
Mustard,56.75217821,9.038477556,24.79160954,31.10815961,64.09945297,70.56861107,18.70730945,75.07196379,10.76088882,0.0
Mustard,86.84131801,12.08825264,26.50166633,29.09767252,67.45174149,71.49892876,14.78914428,59.75791004,15.3388224,0.0
Mustard,69.08801417,12.65572572,18.09954961,30.81547238,66.39241284,66.4838039,28.24085965,67.22117585,13.356836,0.0
Mustard,93.0765631,13.58159792,18.96577932,31.86045129,75.31775944,65.34513832,26.49673236,71.34156879,17.25196857,0.0
Fenugreek,86.57219566,12.68864462,30.15808761,26.63254376,67.23134517,76.28179975,34.19302955,65.34787023,13.17971894,0.0
Fenugreek,47.31463449,8.663001475,34.87602375,28.29294569,77.14997656,66.69644238,26.66377842,67.46626617,15.60959027,0.0
Fenugreek,57.47134058,10.49874647,30.28752469,30.26855682,62.34336634,85.99867321,36.49302789,64.94560628,19.36858435,1.0
Fenugreek,75.39939569,11.36712832,20.76367274,26.0748635,65.36604442,79.52965203,8.164932248,69.46939468,23.28178263,0.0
Fenugreek,35.30954055,13.10905092,29.17347112,25.08409959,55.78293964,85.76881055,11.63690138,50.96472196,18.88799638,1.0
Fenugreek,52.21183255,8.107267661,27.83081446,26.49681692,68.88959877,70.88619421,16.98020503,78.19512086,15.75530134,0.0
Fenugreek,82.6785845,11.24425521,21.40642231,31.53177567,52.22821662,74.19305956,9.287788855,71.73051335,16.00783512,0.0
Fenugreek,23.64971542,12.75962936,18.30949977,28.87455113,60.15322473,69.99929759,15.16399948,79.0483377,10.97807099,0.0
Fenugreek,93.45302822,11.20690143,23.38608127,30.69918523,52.69141552,86.1344898,22.39499801,48.06560211,14.32327153,1.0
Fenugreek,34.02414352,9.113807113,34.29297292,29.42197668,65.05612068,64.19897234,21.15828763,75.8613111,16.08025518,0.0
Fenugreek,21.04486258,12.23791304,22.65939088,27.56342028,70.24870956,72.61966035,28.92039493,53.68917132,15.16347638,0.0
Fenugreek,78.00763996,8.57230224,25.23837932,29.51763144,54.97457888,68.35003894,9.151743708,53.21370833,12.76163775,0.0
Fenugreek,99.99040026,12.3661159,27.25431126,31.95997245,72.49053788,82.265365,20.01822762,75.78271627,23.71354734,1.0
Fenugreek,84.0702216,10.43833892,24.24103349,31.40873735,66.29142859,71.87631026,20.09546949,53.51590576,17.53682894,0.0
Fenugreek,28.79974946,8.879433639,18.70654286,31.88309188,78.04765691,69.3093151,13.20762243,67.42335927,19.69090872,0.0
Fenugreek,96.95730212,9.047833495,19.37654341,31.43950612,58.05108483,88.02818958,24.4282573,49.3653912,15.4152928,1.0
Fenugreek,89.68926817,10.49771196,34.68277006,31.94566489,63.64205371,70.9528903,12.62354103,76.96544213,14.67612294,0.0
Fenugreek,81.68506589,9.150369044,28.6129377,25.7550065,72.79021695,76.374157,17.31934176,63.00951596,12.482728,0.0
Fenugreek,77.98027653,12.2050206,34.24635802,29.01663906,53.34918674,88.06420735,34.97360794,48.20443678,19.20365495,1.0
Fenugreek,51.69266167,11.03546906,34.49028893,25.52493915,52.00766022,71.52981923,15.09449063,53.49459054,19.01596612,0.0
Fenugreek,69.88214962,13.30705312,27.91459041,31.95499432,79.14918444,82.40063533,19.52068047,59.43689985,18.76661752,1.0
Fenugreek,32.56580645,13.03558238,30.67191803,28.02232302,61.57094249,78.19711136,30.89611795,47.33176415,17.07187149,0.0
Fenugreek,40.03411382,13.61040788,20.49780334,25.20440678,71.49678457,76.24568101,23.58823469,54.05731457,16.9631473,0.0
Fenugreek,93.57171844,13.22234221,26.24721122,29.85565044,70.96921159,80.22352232,28.57465462,58.2262517,18.69519831,1.0
Fenugreek,43.07170573,8.058510966,31.87191402,30.84262542,62.64814086,75.30009211,15.02250521,74.14877719,12.29548573,0.0
Fenugreek,86.41229231,8.585196551,25.79488162,30.80603697,74.10501019,84.5773229,12.99383157,65.50459274,22.21314614,1.0
Fenugreek,51.074869,8.171693232,29.50631647,29.11961238,71.40752132,66.2453361,10.03275757,56.04591857,16.88398153,0.0
Fenugreek,60.45120182,11.51255429,18.67528337,30.5792899,58.18039954,65.67114627,20.48813723,66.63448502,18.73468199,0.0
Fenugreek,78.17458015,8.757481437,33.93458945,25.52386726,67.73325633,75.89916677,25.23863999,57.47379912,17.85783213,0.0
Fenugreek,99.75930783,13.0593915,26.31039556,31.96934248,57.86050343,83.89467527,16.0137923,50.81828836,20.61643331,1.0
Fenugreek,47.98870808,13.29510051,33.56341547,29.47230332,74.05607386,65.665366,13.78905543,73.8549635,18.67008644,0.0
Fenugreek,88.05955611,10.84907496,20.81746028,29.3875109,53.34024384,79.48161217,30.68439906,58.26858604,18.24278553,0.0
Fenugreek,61.0652274,10.89292152,28.08343279,31.18619587,75.59913347,66.66053845,18.95157815,73.92391648,12.54469221,0.0
Fenugreek,39.89228617,10.19081705,26.63201072,31.68402772,54.89197869,70.63238842,27.70274842,67.19402491,16.05727048,0.0
Fenugreek,98.4691101,12.0897053,21.01524917,30.02644746,60.04537182,87.98131958,15.85283587,44.1387851,25.67886505,1.0
Fenugreek,59.46710147,9.755520047,19.16371545,31.79273391,65.50454233,71.37927318,18.27630056,69.47004811,18.3473777,0.0
Fenugreek,39.28121211,10.07391647,32.80644682,31.37682961,60.65971039,71.36435849,9.905013688,73.4120354,18.26510954,0.0
Fenugreek,87.99228576,9.74902101,20.45099966,27.11593407,62.0193561,72.75001149,7.417055756,53.14458146,20.17386044,0.0
Fenugreek,21.21996968,10.93732793,28.24186222,27.71687766,52.12301213,61.75483597,27.38584021,69.86292615,16.30359412,0.0
Fenugreek,70.35426436,8.451099592,32.54476953,25.60376843,56.73906159,87.47624594,29.40783584,61.74336602,23.49197416,1.0
Fenugreek,26.7264993,8.967720098,28.98788844,29.35655814,55.32904459,65.68456542,11.72500312,61.90405889,11.83168414,0.0
Fenugreek,73.39334698,12.34106453,21.16036672,27.42845764,79.35205066,69.01494278,7.010691035,64.80809213,16.64174988,0.0
Fenugreek,56.41852816,9.65398635,23.86209297,25.10771358,67.7673336,77.85596882,15.77689025,56.78008913,21.19669143,0.0
Fenugreek,73.61798734,12.1535809,23.508745,25.79687888,72.45733528,70.15348218,10.13751871,79.35956243,19.99381836,0.0
Fenugreek,48.44548981,9.598787533,34.32978251,25.69381415,68.74234264,66.3997573,8.214578114,51.38352716,18.6552994,0.0
Fenugreek,75.79844521,13.11854437,20.88953891,27.21453546,64.35076386,75.5914208,24.44242871,60.30710342,13.03058396,0.0
Fenugreek,95.98407829,11.82189938,21.78452815,28.9268269,64.24864866,74.99227461,14.11055335,77.16322712,16.58546778,0.0
Fenugreek,30.17857464,10.32795063,30.99421094,25.77407216,56.90685719,68.35771637,27.20100532,67.49132782,20.05214383,0.0
Fenugreek,80.40189982,13.26686697,18.06388115,26.97312074,72.04716382,82.62622227,31.48420692,70.4246058,23.61917949,1.0
Fenugreek,23.701762,8.649283086,34.90110975,26.10568614,75.16370114,86.81749487,18.35853172,66.02575312,19.64292386,1.0
Fenugreek,25.44227895,8.171545032,25.39729766,27.80953951,59.79976234,71.49372722,30.40045464,71.4682225,18.29406169,0.0
Fenugreek,95.72094017,13.20552891,20.00948866,27.05116045,62.13729676,89.21649946,17.81793272,45.91157116,23.12375667,1.0
Fenugreek,98.98369633,10.56596074,30.37724317,30.78176579,78.21508005,78.64643366,33.28152798,57.95572727,19.36270318,1.0
Fenugreek,48.90928771,12.42001605,19.44414067,31.01892598,69.95532092,80.02839365,33.25690484,64.96180814,14.45268598,0.0
Fenugreek,74.53779785,11.63091767,20.99484523,25.43004595,69.28880624,65.17915784,20.31122652,75.13781379,16.13534683,0.0
Fenugreek,56.90473345,12.68686041,18.88982452,27.62669176,68.26944826,68.62971585,12.56101103,52.61235247,11.51902964,0.0
Fenugreek,61.62324702,12.93155924,26.1468135,30.76350709,58.64008192,71.70581208,11.78594186,68.74523696,18.16765749,0.0
Fenugreek,27.01562323,9.736470458,18.94338994,31.99254358,71.44344733,82.83608451,35.55265915,75.08193316,13.1785699,1.0
Fenugreek,24.63529832,11.80742097,28.82882714,29.2905517,74.89796321,65.00719591,15.2639081,56.19968391,18.18689304,0.0
Fenugreek,48.61019458,11.36574105,18.56188005,27.68779401,63.70471307,79.27745162,19.85439722,64.53186123,17.17489673,0.0
Fenugreek,84.6072125,10.87790044,22.68669323,27.70305093,77.75806728,71.07399905,14.60988028,71.67148302,17.14450803,0.0
Fenugreek,71.66291192,12.04829577,21.06055061,31.77381107,51.4671273,77.32041594,27.35639472,61.70600357,22.17582215,0.0
Fenugreek,80.13396724,8.141259091,24.39784341,25.97863263,54.80658417,70.0361568,19.67154826,52.54144347,14.63344019,0.0
Fenugreek,84.51006737,12.17341756,26.12763059,28.08333401,56.45693748,87.38834946,25.08887151,73.6416922,19.65664874,1.0
Fenugreek,99.52593082,11.85089176,20.10829599,31.29229373,74.37935921,67.55578477,27.62784777,66.99106538,20.22030624,0.0
Fenugreek,64.36816308,11.92556713,25.96683986,28.56979612,79.43707278,83.18303733,26.12595272,74.67553777,24.19149412,0.0
Fenugreek,63.89582103,11.66932928,24.4929079,25.27969819,60.92375356,68.41261371,14.73557236,71.49312158,20.42544634,0.0
Fenugreek,56.80067378,12.95762187,22.47801767,30.23179336,71.32221638,73.65313445,27.51481935,76.92178522,22.01226961,0.0
Fenugreek,41.49829563,10.40648249,19.87195665,31.08843188,53.16416561,64.80541025,9.827145628,68.80537163,14.66400673,0.0
Fenugreek,97.51186496,13.44402467,26.46358346,28.29167704,55.04490673,68.07723533,8.13163863,65.69515191,18.23295349,0.0
Fenugreek,24.70785832,11.00327269,21.70971799,27.4458726,54.59534001,69.71888851,26.9595678,75.22630023,11.17042988,0.0
Fenugreek,54.78972724,13.92387166,27.30995824,27.85871173,52.97171646,74.9055453,17.90866642,58.46985209,17.31870848,0.0
Fenugreek,73.78767192,10.47976902,34.3301287,27.73254479,69.88223593,73.08923282,31.76129508,52.8087581,21.49080626,0.0
Fenugreek,82.2035391,9.111901965,23.69341308,31.87963938,52.20251773,73.93605377,29.71975692,50.01507498,22.18058491,0.0
Fenugreek,55.17906886,13.23758956,29.63839043,31.61075977,62.09123494,80.24760385,9.51411308,48.45206787,14.47742135,1.0
Fenugreek,76.73708998,9.217773575,24.69304208,31.59264923,63.48961509,84.17859121,22.40884329,59.60855997,22.46874106,1.0
Fenugreek,81.10023998,12.6210076,22.50348409,30.9221511,65.31062056,83.03760474,10.86780373,58.43808133,23.65334492,1.0
Fenugreek,69.30667637,11.70187798,25.10971874,31.24735316,56.02267365,65.28927407,7.38647391,66.03459394,16.94363369,0.0
Fenugreek,40.53556856,13.39937528,30.93214536,29.75698953,78.51089293,69.7284152,29.47386623,74.84220607,16.67468109,0.0
Fenugreek,21.08130033,10.03754935,31.59786682,30.47047536,70.77820989,93.79435428,39.13477212,42.99272497,21.89358479,1.0
Green gram,31.55990849,9.429665909,32.67168647,26.3216348,60.67828987,71.8972806,31.3793148,76.62843708,13.57585495,0.0
Green gram,88.58089746,13.37504073,30.04435388,25.33937188,54.36120965,74.55410173,8.76969684,65.32494805,15.9579516,0.0
Green gram,69.37577084,9.098072012,21.14133133,25.38618517,53.43083556,84.56482789,9.221616528,62.50619248,18.07212943,1.0
Green gram,82.09213243,10.75580412,33.52676695,26.91131039,69.16236116,80.21251904,21.10611429,71.00313511,21.9979311,0.0
Green gram,25.96020575,10.35072742,32.22399124,31.95091875,62.14683117,87.94077607,15.02027779,61.68699654,15.75639917,1.0
Green gram,82.49417771,9.967421542,29.34597783,26.43047118,54.89794365,69.43442511,21.10012989,65.67477526,18.56710564,0.0
Green gram,48.16472506,8.85044438,29.28926572,26.63316318,76.33733447,84.09198254,33.81536468,47.34789739,19.22798464,1.0
Green gram,21.11847072,9.785180403,33.38349221,26.93362315,66.82113135,77.34370672,16.59443607,64.26484865,19.47356946,0.0
Green gram,98.70955739,10.75719925,24.96150805,30.56053947,76.24393449,86.43516383,14.55426663,47.67043532,25.33919226,1.0
Green gram,74.20632415,9.277703395,29.93681669,31.9542671,51.23394297,78.04467017,16.93550262,61.43951952,14.02443421,0.0
Green gram,46.62065698,9.786802928,18.07563266,27.635255,68.43661565,76.54690853,21.83050008,53.81618481,12.58513834,1.0
Green gram,68.08660541,12.80831498,21.66365595,27.08436553,75.84254235,83.7640301,11.5054362,54.53849383,17.6137855,1.0
Green gram,25.57150061,11.24725619,33.0125921,30.97989708,62.4331435,64.39419778,13.58197738,55.89717341,14.20256053,0.0
Green gram,54.01967543,12.91124219,31.14285393,28.16442362,64.98385176,85.13503231,10.56872271,67.97795942,24.57683009,1.0
Green gram,74.44860102,10.20459311,34.13423903,28.61349172,71.20400587,68.96244414,11.29950432,53.46647536,16.74464394,0.0
Green gram,43.1650405,10.64805661,24.96378656,27.74146181,75.54329073,74.83691311,29.41555988,61.65595397,14.48535491,0.0
Green gram,84.54827729,13.67433491,19.00959187,29.72231569,66.04267108,70.12706477,14.18844262,60.99329533,20.73871658,0.0
Green gram,61.74808959,8.44483848,19.18860351,25.72332923,77.04873737,75.44766163,28.36376843,67.40197501,14.18460022,0.0
Green gram,74.28095089,8.405610007,31.5172448,31.07399197,70.64725078,68.36082382,8.45780043,65.88495681,11.81253918,0.0
Green gram,23.27134096,8.014246025,32.96587625,28.38066125,69.42922487,89.34116661,11.01240541,60.4676335,22.45004416,1.0
Green gram,24.22645994,8.278289282,30.51412453,31.65632156,70.60289734,72.57554567,7.938215007,57.03058847,21.01788533,0.0
Green gram,56.37057099,12.84603029,30.47268433,29.67163473,66.52114422,63.05961631,21.96674501,68.47438669,10.66934452,0.0
Green gram,24.41288065,13.77538547,30.37918273,27.5238732,53.03613216,86.44417412,28.92106592,73.28860056,21.92394294,1.0
Green gram,53.77596858,8.268192075,34.0676118,26.32055592,50.00899593,68.96773091,29.88915854,75.935371,17.58338754,0.0
Green gram,84.45906843,8.487955167,25.55191524,25.43950761,79.82183594,86.73519529,23.45180443,68.96328475,13.9874366,1.0
Green gram,99.38626073,13.00249839,27.85090279,31.88986871,76.36254654,66.1843886,7.361679698,71.84521128,19.11871704,0.0
Green gram,54.11431435,10.19259307,21.0552084,27.18396347,71.86638175,79.1679612,23.03560113,58.63943463,23.5823107,1.0
Green gram,95.47046784,13.14307585,18.28981663,29.97384099,54.71040506,74.60360898,31.81527043,63.7363228,11.86134588,0.0
Green gram,24.24057452,12.92674705,29.17258487,27.98105387,78.46184722,61.76931848,13.97187793,75.27264027,13.40851621,0.0
Green gram,52.13377758,8.591071404,18.62699534,25.22839792,75.85524409,86.01306732,19.18433542,58.9114888,19.06130892,1.0
Green gram,45.92685888,9.728439518,25.59423658,27.72933603,67.28063535,80.6721994,19.82043134,74.43343014,23.72422497,1.0
Green gram,60.97975189,9.413506885,23.08002838,27.47025623,52.35950433,68.11112887,7.105536301,76.86976219,10.84466235,0.0
Green gram,58.37013384,13.42666027,21.04407757,25.54940267,57.79189039,73.08199392,20.28183831,68.67124886,13.99555212,0.0
Green gram,84.12725811,9.691831355,32.80708495,26.8069836,67.99708564,90.73029485,21.31826091,54.07811201,26.37801195,1.0
Green gram,56.87031374,10.93356339,20.745564,29.70015338,59.29420129,65.18475008,23.07897582,78.50899042,13.63131674,0.0
Green gram,77.68641746,9.543705507,21.1517649,27.15848213,56.20813753,79.57007344,9.989343688,50.13334905,13.22670821,0.0
Green gram,84.59907456,13.05275741,23.91600611,25.49586383,61.72773476,76.89841474,9.801385798,72.31679053,16.76206688,0.0
Green gram,31.64337781,12.945934,21.22294975,30.26316193,79.54983565,77.33228592,30.11952067,64.1082848,12.15173896,0.0
Green gram,81.82883467,12.9431317,28.35494478,30.4362325,66.01030743,68.79974721,23.79405443,52.9446284,19.10921901,0.0
Green gram,38.62437269,11.39714228,29.47329661,27.95607244,75.73531982,82.26786259,11.14844742,71.75304431,19.96824357,1.0
Green gram,70.61301637,8.847528459,19.82957456,27.94028779,55.28776724,68.18613957,20.07182479,58.5078632,12.78085315,0.0
Green gram,68.95250159,11.99019024,34.49069128,27.45136325,55.16928701,71.19957632,27.10726512,52.62480449,21.21145069,0.0
Green gram,50.5904611,12.48473839,21.60369396,28.28052962,70.31179763,66.21392521,9.232661608,78.19587734,14.82647308,0.0
Green gram,43.91240945,8.06569435,21.40471587,30.35378781,57.7961773,72.05613536,23.47342908,59.51330777,11.60832729,0.0
Green gram,72.55862207,10.19841506,30.7151669,25.19038845,78.37678166,63.16394513,9.165987551,74.87566472,18.01006427,0.0
Green gram,73.30663333,12.44845862,34.05993395,30.91172948,54.43379558,79.28532265,28.11731293,69.26911892,19.00784286,1.0
Green gram,29.74131811,12.24568584,34.82521431,25.15585346,68.01090305,67.80218884,25.1490639,69.32346822,17.08574597,0.0
Green gram,41.99773762,10.81624863,23.32596646,30.89832679,64.27922404,84.12730031,35.71153291,51.03247864,24.5565056,1.0
Green gram,30.5145227,11.23076967,26.81380779,28.82524769,60.08062434,79.62336589,16.47146902,57.00948449,17.45502307,0.0
Green gram,30.78787439,13.16277684,30.54669201,27.25143964,53.74534985,78.22973936,28.56649076,64.07650992,21.40246348,1.0
Green gram,59.06477275,8.018450904,24.1934099,29.35370693,78.82505771,79.56261997,31.78149863,51.14290217,21.53064633,0.0
Green gram,68.68977975,9.947114543,22.76327518,28.47706339,77.18108873,70.33241484,11.80085324,68.00490452,10.71931567,0.0
Green gram,32.39933444,10.68683084,24.69029871,26.31577773,53.57516151,84.1536941,34.53615483,72.98172753,21.52929641,1.0
Green gram,60.72711107,12.95252104,21.55408332,29.7862182,68.58614716,90.02905798,21.42928042,50.18538366,14.12012925,1.0
Green gram,44.09206135,8.908041296,29.19806432,26.86259009,54.99913649,84.92477612,29.33235532,46.88311872,23.79357304,1.0
Green gram,22.43849032,10.25220078,21.24685238,30.59901627,57.49521368,73.43051827,8.39783311,57.63290888,18.44189162,0.0
Green gram,70.16886448,8.548025556,26.14672522,27.99828527,54.67423452,70.47219141,19.51626922,66.89945237,19.47682074,0.0
Green gram,33.1227268,12.70777307,29.36233872,31.43945993,72.3697964,82.5358693,10.82505181,68.20402621,16.31935941,1.0
Green gram,95.76709395,9.358958504,19.05760557,31.72531155,59.48596416,71.61748333,23.65735306,61.73178552,20.66076114,0.0
Green gram,35.72843647,12.42891865,22.3544178,26.88218765,63.54455837,63.23147065,23.35220445,80.05913847,11.70521837,0.0
Green gram,61.61158626,11.031515,19.22717774,26.46042201,71.62638606,74.52438248,11.61826119,71.85169293,19.94953263,0.0
Green gram,42.90738897,8.75972809,21.20566015,26.9352542,73.64912284,67.94210822,21.80755789,62.41193123,10.23089641,0.0
Green gram,43.05238341,10.492414,34.77222814,28.03349575,50.95232471,82.17732765,26.90309744,48.723564,20.42722906,0.0
Green gram,37.85078952,11.06406459,21.71595566,30.48560185,61.79795658,74.04944662,30.15285894,68.00193318,11.49282257,0.0
Green gram,52.20961127,9.998267936,25.75974016,25.61107593,55.55878895,77.74474535,24.09061324,59.51075862,16.57628365,0.0
Green gram,47.32020583,8.260840798,32.55715557,30.39266401,73.63913273,80.87944419,18.13814719,60.70578896,14.28217204,1.0
Green gram,36.34475177,12.74003653,19.55846766,26.08211199,73.20687982,82.5221709,32.75670539,73.73836802,23.37788985,1.0
Green gram,72.91763513,8.882275032,24.55494493,29.15767752,55.82214556,67.82309127,14.97488665,56.023189,13.40235106,0.0
Green gram,49.54281904,10.80244064,29.78037701,27.45449467,76.39730748,80.41325985,15.40006895,52.23184516,20.29454299,1.0
Green gram,44.14366703,12.81220734,18.86204198,31.53812605,61.36775972,86.82107039,17.30242149,55.26490874,19.34202806,1.0
Green gram,35.04754449,9.519966899,33.75183379,31.71518808,68.66162127,73.59891475,25.95469779,66.0215482,17.16151856,0.0
Green gram,93.33910935,9.069578864,22.74064132,25.56779651,73.74007682,65.81717885,9.430875228,80.30008636,13.45203075,0.0
Green gram,53.38536074,10.88719693,34.64480943,30.80532516,77.23806142,91.00383157,31.04547589,51.63443681,16.12326892,1.0
Green gram,89.98189994,12.00550984,19.9352472,27.97356025,61.24662633,88.23274838,18.33420302,49.727539,16.6030107,1.0
Green gram,35.45858922,9.537548992,26.80007634,29.22477982,51.43101761,72.17196733,22.15387631,77.91762168,17.94814524,0.0
Green gram,39.37039122,12.76429953,20.090502,26.32992153,63.3830158,68.43672682,26.73710361,76.90423634,19.04627464,0.0
Green gram,34.90800354,9.530493645,32.74244444,29.8365572,51.81900959,87.17845628,21.54398758,62.20369509,14.56946555,1.0
Green gram,54.91798038,8.977410485,22.08591916,30.68610805,58.7648999,69.76003668,18.04989426,67.85344366,15.91004643,0.0
Green gram,81.4287441,13.79957115,32.29762234,27.84860821,68.90429034,87.75081643,9.532950751,45.20147696,21.39604426,1.0
Green gram,77.39798309,11.33394358,23.46102821,30.83640555,66.17819893,82.42601745,20.26137436,57.4440777,22.7700463,0.0
Cotton,53.77623362,9.052402079,18.57739219,27.15285796,79.07247958,67.99233639,14.55577206,76.13092821,13.58005806,0.0
Cotton,30.83351826,8.692445386,25.2205848,30.51746489,53.37938734,80.14925277,29.6288426,49.20269801,17.59844291,0.0
Cotton,97.35085732,13.45677588,19.51319604,26.10191727,76.23747182,77.08794799,27.61099404,71.96709627,15.98331519,1.0
Cotton,95.20503612,11.28962706,19.74534901,29.68224356,69.7374052,75.75267475,33.54058972,60.24922315,15.95264931,0.0
Cotton,33.72483625,12.01955949,23.56714426,29.79271,67.62094558,65.75535892,12.9366762,71.80523254,10.5546427,0.0
Cotton,24.06628656,9.864943694,30.49550246,25.01140282,76.08537987,77.47527007,29.01568073,68.56600685,13.97728603,0.0
Cotton,29.86581603,9.871109789,24.79619694,30.39230161,58.37683395,83.99655627,32.37530687,66.14766773,15.43566427,1.0
Cotton,78.70234073,11.93260404,21.11191389,29.35064611,72.99891372,75.71718115,20.48215569,59.28963184,12.33693013,0.0
Cotton,40.02114371,9.31043894,23.92915541,25.17341161,74.8887781,76.41212966,9.692037243,70.27763802,18.91186628,0.0
Cotton,72.50565223,9.213040312,29.71001689,25.69171539,67.29370747,76.61843544,19.16535998,66.88483912,16.50057521,0.0
Cotton,27.2634613,8.682717432,24.33940738,30.54367601,68.71075382,84.29592791,16.38547057,73.27827282,14.62283403,1.0
Cotton,81.21450134,12.56947231,29.03974438,30.36963058,61.04995511,69.56301465,13.06554916,58.2492275,13.44729055,0.0
Cotton,53.69711965,11.08571476,28.97560122,26.3129037,57.87393373,66.70381127,8.236423069,59.30935964,14.81438186,0.0
Cotton,80.53502325,13.33564649,26.07772591,25.65224493,76.11523988,81.86396812,23.14110402,64.07071853,20.59905893,1.0
Cotton,33.0851237,10.56584129,21.91384904,26.37305279,76.91010308,76.45716041,30.02327341,67.61540926,17.22963407,0.0
Cotton,85.94563794,11.85426586,34.27418611,29.09633659,68.95461758,71.63956383,25.17966765,73.15757448,20.94446805,0.0
Cotton,56.54514047,10.81530774,25.31982943,28.51002232,78.17822109,75.56792048,24.38589956,74.52369041,19.36736978,0.0
Cotton,64.22316925,11.93816234,33.46110175,28.65663469,50.53575013,63.28621037,16.66875823,69.39446917,13.58695168,0.0
Cotton,21.12726631,13.017092,22.39909309,25.81980593,67.86308682,75.34293506,17.36657059,73.49061253,19.6188666,0.0
Cotton,80.3749805,12.79392256,30.71505785,25.33579016,74.99501717,74.66295141,29.69581007,63.52190859,20.00249891,0.0
Cotton,55.62637966,8.28797713,25.5786228,26.67415095,55.69560564,89.72127358,21.75019101,53.10740707,21.80430068,1.0
Cotton,64.86885829,13.28255272,26.78605557,29.72784484,59.50004436,83.11646005,28.99965437,67.76931421,14.80159891,0.0
Cotton,91.40598641,11.05815278,31.04204976,29.47170676,68.09611121,71.19337063,31.28051741,56.44608575,10.75971199,0.0
Cotton,53.58058733,12.19681841,32.9388364,26.45441893,54.78082218,65.64249,17.16940503,78.03771602,12.42040346,0.0
Cotton,93.55192523,9.446897385,23.44151102,31.40656256,64.62587018,67.88068024,13.4737794,58.04239531,17.5782222,0.0
Cotton,91.51788697,11.72391637,19.48827804,27.4775076,51.23123322,73.42372708,18.97368831,53.51413,12.81833494,0.0
Cotton,85.16102189,8.908077193,33.10387161,30.15779782,69.80039222,73.49931457,28.06699391,71.22539921,16.00738828,0.0
Cotton,83.48403561,9.901112474,27.14236307,29.72694437,76.91978843,72.75074468,22.45878771,58.26012143,11.99458049,0.0
Cotton,94.08739146,8.424916309,19.74268273,27.15168754,78.52721914,85.93224559,17.27669999,65.11385089,19.86531857,1.0
Cotton,49.94518893,8.471802844,32.42455402,29.52443086,63.43251432,81.29297614,21.34609368,56.74929466,16.7786062,0.0
Cotton,39.20737587,13.90012306,19.76087528,26.98896397,52.36162243,84.19073655,8.477759204,64.32287824,14.45901113,1.0
Cotton,76.27513292,9.210062713,33.31999052,31.99873295,77.30862443,76.48295755,28.72951394,49.02458285,18.81336419,0.0
Cotton,26.53042387,13.84603375,19.63970054,28.33387475,73.4658305,84.50569643,33.57916207,68.42612049,12.94537341,1.0
Cotton,41.62342155,9.158423934,24.87273317,29.94321255,76.83338779,73.79539878,32.79770585,70.64862345,18.26226358,0.0
Cotton,68.84055857,11.12860184,25.04519313,25.39906983,79.22766061,65.5265793,13.03938319,73.66337831,10.75970164,0.0
Cotton,29.64867292,13.00645874,27.23734818,27.55872017,68.82512443,82.239167,8.548087535,47.48390583,14.91477535,0.0
